2025-07-11 14:21:30.494 | WARNING  | core.routing:verify_active_session:53 - verify_active_session: 用户 'zhouxiang'在SessionStateManager中未找到。可能是会话已过期被清理。
2025-07-11 15:02:04.289 | INFO     | core.session:__init__:78 - SessionStateManager已初始化。整体HTTP不活动超时: 3600秒
2025-07-11 15:02:04.289 | INFO     | __main__:combined_lifespan:78 - SessionStateManager 已实例化并注册到 app_state。
2025-07-11 15:02:04.289 | INFO     | database.filebase:_init_db:71 - 正在初始化数据库: /home/zhouxiang/mcp_file_server/data/project_files.db
2025-07-11 15:02:04.289 | INFO     | database.filebase:_init_db:87 - 数据库 /home/zhouxiang/mcp_file_server/data/project_files.db 初始化完成，已确保 indexed_files 表存在。
2025-07-11 15:02:04.289 | INFO     | database.filebase:scan_existing:312 - 开始执行初始全量扫描... (开始时间: 2025-07-11 15:02:04)
2025-07-11 15:02:04.296 | INFO     | database.filebase:scan_existing:317 - 处理 772 个文件...
2025-07-11 15:02:07.581 | INFO     | database.filebase:scan_existing:343 - 初始全量扫描完成。 (结束时间: 2025-07-11 15:02:07, 总耗时: 3.29 秒)
2025-07-11 15:02:07.589 | INFO     | database.filebase:start_watchdog:303 - 文件系统监视器已启动，正在监视: /media/zhouxiang/FC7C74827C743A0A/Projects1
2025-07-11 15:02:07.590 | INFO     | database.specbase:_init_db:104 - 正在初始化规程规范数据库: /home/zhouxiang/mcp_file_server/data/spec_files.db
2025-07-11 15:02:07.590 | INFO     | database.specbase:_init_db:119 - 数据库 /home/zhouxiang/mcp_file_server/data/spec_files.db 初始化完成，已确保 spec_files 表存在。
2025-07-11 15:02:07.590 | INFO     | database.specbase:scan_specs:188 - 开始执行规程规范全量扫描...
2025-07-11 15:02:07.592 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/线路
2025-07-11 15:02:07.592 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/土建
2025-07-11 15:02:07.592 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/技经
2025-07-11 15:02:07.592 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/公用
2025-07-11 15:02:07.592 | INFO     | database.specbase:scan_specs:206 - 在 7 个专业目录中找到 5 个符合条件的文件需要处理。
2025-07-11 15:02:07.606 | INFO     | database.specbase:scan_specs:215 - 规程规范全量扫描完成，总耗时: 0.02 秒。
2025-07-11 15:02:07.608 | INFO     | __main__:combined_lifespan:101 - AsyncIOScheduler 已实例化并注册到 app_state。
2025-07-11 15:02:07.608 | INFO     | __main__:combined_lifespan:105 - FastMCP lifespan context entered.
2025-07-11 15:02:07.611 | INFO     | __main__:combined_lifespan:123 - 规程规范定时扫描任务已添加到APScheduler (每天 2:30)。
2025-07-11 15:02:07.611 | INFO     | __main__:combined_lifespan:126 - 处理不活动用户会话任务已添加到APScheduler (每 60s)。
2025-07-11 15:02:07.612 | INFO     | __main__:combined_lifespan:129 - 清理用户会话中已打开文件token任务已添加到APScheduler (每 120s)。
2025-07-11 15:02:07.612 | INFO     | __main__:combined_lifespan:132 - APScheduler 调度器已启动。
2025-07-11 15:02:07.612 | INFO     | __main__:combined_lifespan:133 - 所有初始化完成... yield
2025-07-11 15:02:16.469 | INFO     | core.session:attempt_login:141 - 用户 'admin' (会话: f9400911-5d58-4cf2-be0d-7bed3bb27eea, IP: 240e:479:668:3c1c:2981:28e:d181:4a3f) 登录/状态更新成功。
2025-07-11 15:02:16.469 | INFO     | core.routing:login:109 - 用户 'admin' (IP: 240e:479:668:3c1c:2981:28e:d181:4a3f, Session: f9400911-5d58-4cf2-be0d-7bed3bb27eea) 登录成功。
2025-07-11 15:02:17.501 | INFO     | core.session:connect_websocket:92 - 用户 'admin' (会话: f9400911-5d58-4cf2-be0d-7bed3bb27eea) 的 WebSocket 已连接并关联。
2025-07-11 15:02:43.095 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:03:35.233 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:05:33.514 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:09:39.084 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:10:00.000 | INFO     | core.session:logout_user:151 - 用户 'admin' (会话: f9400911-5d58-4cf2-be0d-7bed3bb27eea) 已从状态管理器登出。
2025-07-11 15:10:00.001 | INFO     | core.session:logout_user:153 - 用户 'admin' 登出时，其WebSocket连接处于活动状态，将尝试关闭。
2025-07-11 15:10:00.017 | INFO     | core.routing:logout:120 - HTTP会话已清除 (用户: admin)。
2025-07-11 15:10:00.017 | INFO     | sse_proxy.sse2websocket:run:228 - WebSocket 会话 f9400911-5d58-4cf2-be0d-7bed3bb27eea 用户 admin 断开连接
2025-07-11 15:10:00.017 | DEBUG    | sse_proxy.sse2websocket:_stop:68 - SSEWebSocketProxy._stop stop_event.set()
2025-07-11 15:10:10.705 | WARNING  | core.routing:login:98 - 登录尝试失败: 用户名或密码错误 for 'zhouxiang,123456 user_db_entry:{'password': 'Zhangying139'}' (来自 IP: 127.0.0.1)
2025-07-11 15:10:16.426 | INFO     | core.session:attempt_login:141 - 用户 'zhouxiang' (会话: 866a60b3-6f7f-490c-88ea-96360a873fb6, IP: 127.0.0.1) 登录/状态更新成功。
2025-07-11 15:10:16.426 | INFO     | core.routing:login:109 - 用户 'zhouxiang' (IP: 127.0.0.1, Session: 866a60b3-6f7f-490c-88ea-96360a873fb6) 登录成功。
2025-07-11 15:10:21.252 | INFO     | core.session:connect_websocket:92 - 用户 'zhouxiang' (会话: 866a60b3-6f7f-490c-88ea-96360a873fb6) 的 WebSocket 已连接并关联。
2025-07-11 15:14:02.312 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:15:58.989 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:16:15.999 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:21:45.507 | INFO     | core.session:logout_user:151 - 用户 'zhouxiang' (会话: 866a60b3-6f7f-490c-88ea-96360a873fb6) 已从状态管理器登出。
2025-07-11 15:21:45.507 | INFO     | core.session:logout_user:153 - 用户 'zhouxiang' 登出时，其WebSocket连接处于活动状态，将尝试关闭。
2025-07-11 15:21:45.507 | INFO     | core.routing:logout:120 - HTTP会话已清除 (用户: zhouxiang)。
2025-07-11 15:21:45.508 | INFO     | sse_proxy.sse2websocket:run:228 - WebSocket 会话 866a60b3-6f7f-490c-88ea-96360a873fb6 用户 zhouxiang 断开连接
2025-07-11 15:21:45.508 | DEBUG    | sse_proxy.sse2websocket:_stop:68 - SSEWebSocketProxy._stop stop_event.set()
2025-07-11 15:21:47.820 | INFO     | core.session:attempt_login:141 - 用户 'admin' (会话: c0c20d21-e1d0-4f7b-8a32-54c309dc8d44, IP: 127.0.0.1) 登录/状态更新成功。
2025-07-11 15:21:47.820 | INFO     | core.routing:login:109 - 用户 'admin' (IP: 127.0.0.1, Session: c0c20d21-e1d0-4f7b-8a32-54c309dc8d44) 登录成功。
2025-07-11 15:21:47.864 | INFO     | core.session:connect_websocket:92 - 用户 'admin' (会话: c0c20d21-e1d0-4f7b-8a32-54c309dc8d44) 的 WebSocket 已连接并关联。
2025-07-11 15:24:57.316 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:26:05.309 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:26:36.938 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:26:55.561 | INFO     | core.session:logout_user:151 - 用户 'admin' (会话: c0c20d21-e1d0-4f7b-8a32-54c309dc8d44) 已从状态管理器登出。
2025-07-11 15:26:55.561 | INFO     | core.session:logout_user:153 - 用户 'admin' 登出时，其WebSocket连接处于活动状态，将尝试关闭。
2025-07-11 15:26:55.561 | INFO     | core.routing:logout:120 - HTTP会话已清除 (用户: admin)。
2025-07-11 15:26:55.562 | INFO     | sse_proxy.sse2websocket:run:228 - WebSocket 会话 c0c20d21-e1d0-4f7b-8a32-54c309dc8d44 用户 admin 断开连接
2025-07-11 15:26:55.562 | DEBUG    | sse_proxy.sse2websocket:_stop:68 - SSEWebSocketProxy._stop stop_event.set()
2025-07-11 15:26:58.736 | INFO     | core.session:attempt_login:141 - 用户 'admin' (会话: 3ac64492-9624-4c6a-a6bc-811168b58247, IP: 127.0.0.1) 登录/状态更新成功。
2025-07-11 15:26:58.736 | INFO     | core.routing:login:109 - 用户 'admin' (IP: 127.0.0.1, Session: 3ac64492-9624-4c6a-a6bc-811168b58247) 登录成功。
2025-07-11 15:26:58.775 | INFO     | core.session:connect_websocket:92 - 用户 'admin' (会话: 3ac64492-9624-4c6a-a6bc-811168b58247) 的 WebSocket 已连接并关联。
2025-07-11 15:28:13.110 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:28:31.027 | ERROR    | core.routing:get_upload_form:285 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
2025-07-11 15:34:16.263 | INFO     | sse_proxy.sse2websocket:run:228 - WebSocket 会话 3ac64492-9624-4c6a-a6bc-811168b58247 用户 admin 断开连接
2025-07-11 15:34:16.263 | DEBUG    | sse_proxy.sse2websocket:_stop:68 - SSEWebSocketProxy._stop stop_event.set()
2025-07-11 15:34:16.263 | INFO     | core.session:disconnect_websocket:107 - 用户 'admin' 的 WebSocket 已断开。
2025-07-11 15:34:16.364 | INFO     | __main__:combined_lifespan:139 - COMBINED LIFESPAN END - PID: 1188314 - 服务器关闭中...
2025-07-11 15:34:16.364 | INFO     | __main__:combined_lifespan:153 - APScheduler 调度器已关闭。
2025-07-11 15:34:16.365 | INFO     | __main__:combined_lifespan:154 - Custom application resources cleaned up.
2025-07-11 15:34:19.675 | INFO     | __main__:<module>:36 - Loguru 日志系统已初始化。
2025-07-11 15:34:19.675 | INFO     | __main__:<module>:37 - 项目根目录配置为: /media/zhouxiang/FC7C74827C743A0A/Projects1
2025-07-11 15:34:19.675 | INFO     | __main__:<module>:38 - 数据库路径配置为: /home/zhouxiang/mcp_file_server/data/project_files.db
2025-07-11 15:34:19.675 | INFO     | __main__:<module>:39 - 表格列读取配置已加载: {'变电站安装工程概算表': (2, 6), '变电站建筑工程概算表': (2, 6), '电缆输电线路安装工程概算表': (2, 6), '电缆输电线路建筑工程概算表': (2, 6)}
2025-07-11 15:34:19.675 | INFO     | __main__:<module>:40 - kkFileView 服务地址配置为: http://127.0.0.1:8012/kkfileview
2025-07-11 15:34:19.675 | INFO     | __main__:<module>:43 - Dify Agent API Key: ********kGHe
2025-07-11 15:34:19.675 | INFO     | __main__:<module>:44 - Session Secret Key: ********3d55
2025-07-11 15:34:19.676 | INFO     | __main__:<module>:45 - 服务器ipv6地址为: http://[240e:479:668:3c1c:54c9:fc2b:a289:87d0]:8888
2025-07-11 15:34:19.676 | INFO     | __main__:<module>:165 - FastAPI 应用已实例化并注册到 app_state。
2025-07-11 15:34:19.676 | INFO     | __main__:<module>:168 - CORS中间件已添加，允许所有来源。
2025-07-11 15:34:19.678 | INFO     | __main__:<module>:184 - MCP 服务器 '项目文件检索服务器' 已挂载到 FastAPI 应用的 '/mcp/' 路径。
2025-07-11 15:34:19.693 | INFO     | __main__:combined_lifespan:65 - COMBINED LIFESPAN START - PID: 1217943 - 服务器启动中...
2025-07-11 15:34:19.726 | INFO     | __main__:combined_lifespan:70 - HTTPX 客户端已创建并注册到 app_state。
2025-07-11 15:34:19.727 | INFO     | utils.utils:check_embedding_service_health:23 - 正在检查嵌入模型服务，目标URL: http://127.0.0.1:8001/v1/models
2025-07-11 15:34:19.734 | INFO     | utils.utils:check_embedding_service_health:32 - 嵌入模型服务可用，模型列表: ['/home/zhouxiang/models/BAAI_bge-m3']
2025-07-11 15:34:19.734 | INFO     | core.session:__init__:78 - SessionStateManager已初始化。整体HTTP不活动超时: 3600秒
2025-07-11 15:34:19.734 | INFO     | __main__:combined_lifespan:78 - SessionStateManager 已实例化并注册到 app_state。
2025-07-11 15:34:19.735 | INFO     | database.filebase:_init_db:71 - 正在初始化数据库: /home/zhouxiang/mcp_file_server/data/project_files.db
2025-07-11 15:34:19.735 | INFO     | database.filebase:_init_db:87 - 数据库 /home/zhouxiang/mcp_file_server/data/project_files.db 初始化完成，已确保 indexed_files 表存在。
2025-07-11 15:34:19.735 | INFO     | database.filebase:scan_existing:312 - 开始执行初始全量扫描... (开始时间: 2025-07-11 15:34:19)
2025-07-11 15:34:19.741 | INFO     | database.filebase:scan_existing:317 - 处理 772 个文件...
2025-07-11 15:34:23.062 | INFO     | database.filebase:scan_existing:343 - 初始全量扫描完成。 (结束时间: 2025-07-11 15:34:23, 总耗时: 3.33 秒)
2025-07-11 15:34:23.070 | INFO     | database.filebase:start_watchdog:303 - 文件系统监视器已启动，正在监视: /media/zhouxiang/FC7C74827C743A0A/Projects1
2025-07-11 15:34:23.070 | INFO     | database.specbase:_init_db:104 - 正在初始化规程规范数据库: /home/zhouxiang/mcp_file_server/data/spec_files.db
2025-07-11 15:34:23.070 | INFO     | database.specbase:_init_db:119 - 数据库 /home/zhouxiang/mcp_file_server/data/spec_files.db 初始化完成，已确保 spec_files 表存在。
2025-07-11 15:34:23.070 | INFO     | database.specbase:scan_specs:188 - 开始执行规程规范全量扫描...
2025-07-11 15:34:23.072 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/线路
2025-07-11 15:34:23.072 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/土建
2025-07-11 15:34:23.072 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/技经
2025-07-11 15:34:23.072 | WARNING  | database.specbase:scan_specs:194 - 专业目录不存在，跳过: /media/zhouxiang/FC7C74827C743A0A/规程规范/公用
2025-07-11 15:34:23.073 | INFO     | database.specbase:scan_specs:206 - 在 7 个专业目录中找到 5 个符合条件的文件需要处理。
2025-07-11 15:34:23.086 | INFO     | database.specbase:scan_specs:215 - 规程规范全量扫描完成，总耗时: 0.02 秒。
2025-07-11 15:34:23.087 | INFO     | __main__:combined_lifespan:101 - AsyncIOScheduler 已实例化并注册到 app_state。
2025-07-11 15:34:23.087 | INFO     | __main__:combined_lifespan:105 - FastMCP lifespan context entered.
2025-07-11 15:34:23.089 | INFO     | __main__:combined_lifespan:123 - 规程规范定时扫描任务已添加到APScheduler (每天 2:30)。
2025-07-11 15:34:23.090 | INFO     | __main__:combined_lifespan:126 - 处理不活动用户会话任务已添加到APScheduler (每 60s)。
2025-07-11 15:34:23.090 | INFO     | __main__:combined_lifespan:129 - 清理用户会话中已打开文件token任务已添加到APScheduler (每 120s)。
2025-07-11 15:34:23.090 | INFO     | __main__:combined_lifespan:132 - APScheduler 调度器已启动。
2025-07-11 15:34:23.090 | INFO     | __main__:combined_lifespan:133 - 所有初始化完成... yield
2025-07-11 15:34:32.848 | INFO     | core.session:attempt_login:141 - 用户 'admin' (会话: 18f376dd-5eea-4d1f-b8ba-3c8075ab1d96, IP: 127.0.0.1) 登录/状态更新成功。
2025-07-11 15:34:32.848 | INFO     | core.routing:login:109 - 用户 'admin' (IP: 127.0.0.1, Session: 18f376dd-5eea-4d1f-b8ba-3c8075ab1d96) 登录成功。
2025-07-11 15:34:32.909 | INFO     | core.session:connect_websocket:92 - 用户 'admin' (会话: 18f376dd-5eea-4d1f-b8ba-3c8075ab1d96) 的 WebSocket 已连接并关联。
2025-07-11 15:35:13.196 | DEBUG    | core.routing:get_upload_form:277 - 收到的 'files' 字段内容 (files_raw): [UploadFile(filename='QGDW 10688-2024 变电站辅助监控系统设计规范.pdf', size=2337934, headers=Headers({'content-disposition': 'form-data; name="files"; filename="QGDW 10688-2024 å\x8f\x98ç\x94µç«\x99è¾\x85å\x8a©ç\x9b\x91æ\x8e§ç³»ç»\x9fè®¾è®¡è§\x84è\x8c\x83.pdf"', 'content-type': 'application/pdf'}))]
2025-07-11 15:35:13.196 | DEBUG    | core.routing:get_upload_form:279 -   - Item 0: Value='UploadFile(filename='QGDW 10688-2024 变电站辅助监控系统设计规范.pdf', size=2337934, headers=Headers({'content-disposition': 'form-data; name="files"; filename="QGDW 10688-2024 å\x8f\x98ç\x94µç«\x99è¾\x85å\x8a©ç\x9b\x91æ\x8e§ç³»ç»\x9fè®¾è®¡è§\x84è\x8c\x83.pdf"', 'content-type': 'application/pdf'}))', Type=<class 'starlette.datastructures.UploadFile'>
2025-07-11 15:35:13.196 | ERROR    | core.routing:get_upload_form:283 - 检测到无效的文件上传数据类型。
2025-07-11 15:35:13.196 | ERROR    | core.routing:get_upload_form:293 - 解析通用上传字段时出错: 400: 无效的文件上传数据。
