2025-08-03 09:35:38.000 | INFO     | core.session:process_inactive_sessions:487 - 检测到 1 个不活动会话，将执行登出: admin
2025-08-03 12:45:33.409 | INFO     | __main__:<module>:154 - CORS中间件已添加，允许所有来源。
2025-08-03 12:45:33.419 | INFO     | __main__:<module>:174 - MCP 服务器 '项目文件检索服务器' 已挂载到 FastAPI 应用的 '/mcp/' 路径。
2025-08-03 12:45:33.434 | INFO     | __main__:combined_lifespan:64 - COMBINED LIFESPAN START - PID: 3403251 - 服务器启动中...
2025-08-03 12:45:33.469 | INFO     | __main__:combined_lifespan:69 - HTTPX 客户端已创建并注册到 app_state。
2025-08-03 12:45:33.469 | INFO     | utils.utils:check_embedding_service_health:28 - 正在检查嵌入模型服务，目标URL: http://127.0.0.1:8001/v1/models
2025-08-03 12:45:33.475 | INFO     | utils.utils:check_embedding_service_health:37 - 嵌入模型服务可用，模型列表: ['/home/zhouxiang/models/BAAI_bge-m3']
2025-08-03 12:45:33.475 | INFO     | core.session:__init__:79 - SessionStateManager已初始化。整体HTTP不活动超时: 3600秒
2025-08-03 12:45:33.475 | INFO     | __main__:combined_lifespan:77 - SessionStateManager 已实例化并注册到 app_state。
2025-08-03 12:45:33.475 | INFO     | database.document_service:__init__:164 - 有效文档根目录: {'项目文件': PosixPath('/media/zhouxiang/FC7C74827C743A0A/Projects1'), '规范文件': PosixPath('/media/zhouxiang/FC7C74827C743A0A/规程规范'), '管理文件': PosixPath('/media/zhouxiang/FC7C74827C743A0A/管理文件')}
2025-08-03 12:45:33.476 | DEBUG    | database.document_service:_init_db:180 - 初始化数据库
2025-08-03 12:45:33.476 | DEBUG    | database.document_service:_init_db:201 - 数据库初始化完成
2025-08-03 12:45:33.476 | INFO     | database.document_service:__init__:177 - DocumentQueryService 初始化完成
2025-08-03 12:45:33.476 | INFO     | database.document_service:full_scan:324 - 开始全量扫描...
2025-08-03 12:45:33.476 | INFO     | database.document_service:full_scan:327 - 正在扫描 '项目文件' 目录: /media/zhouxiang/FC7C74827C743A0A/Projects1
2025-08-03 12:45:38.695 | INFO     | database.document_service:full_scan:327 - 正在扫描 '规范文件' 目录: /media/zhouxiang/FC7C74827C743A0A/规程规范
2025-08-03 12:45:38.907 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/45_DLT-559-2018《220kV～750kV电网继电保护装置运行整定规程》_md/images/01930a72-0c64-7cdb-a401-2ec51e0c6a0c_12_479_254_639_268_0.jpg
2025-08-03 12:45:38.908 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/45_DLT-559-2018《220kV～750kV电网继电保护装置运行整定规程》_md/images/01930a72-0c64-7cdb-a401-2ec51e0c6a0c_19_1142_1062_132_174_0.jpg
2025-08-03 12:45:38.908 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_67_179_250_1020_1864_0.jpg
2025-08-03 12:45:38.908 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_68_163_248_1019_1887_0.jpg
2025-08-03 12:45:38.908 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_69_235_1053_1153_960_0.jpg
2025-08-03 12:45:38.908 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_69_257_392_1118_414_0.jpg
2025-08-03 12:45:38.908 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_70_227_383_1163_510_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_70_234_1152_1146_503_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_71_416_1374_824_646_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_73_362_1146_917_618_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_74_573_1274_462_123_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_76_248_1224_1104_782_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_78_242_276_1113_842_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_80_347_280_898_515_0.jpg
2025-08-03 12:45:38.909 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_86_210_747_1187_915_0.jpg
2025-08-03 12:45:38.910 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_87_238_256_1180_936_0.jpg
2025-08-03 12:45:38.910 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_91_256_269_1156_955_0.jpg
2025-08-03 12:45:38.910 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_92_232_301_1140_940_0.jpg
2025-08-03 12:45:38.910 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_92_233_1466_1147_602_0.jpg
2025-08-03 12:45:38.910 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/GB／T-14285—2023《继电保护和安全自动装置技术规程》_md/images/0192c7f5-081b-72f2-a3c6-178676ec608a_93_324_268_737_1834_0.jpg
2025-08-03 12:45:38.913 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_32_361_435_977_304_0.jpg
2025-08-03 12:45:38.914 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_32_616_930_468_258_0.jpg
2025-08-03 12:45:38.914 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_68_287_1114_1128_645_0.jpg
2025-08-03 12:45:38.914 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_68_304_320_1113_638_0.jpg
2025-08-03 12:45:38.914 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_69_214_315_1133_645_0.jpg
2025-08-03 12:45:38.914 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_69_220_1122_1142_645_0.jpg
2025-08-03 12:45:38.914 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_70_287_1119_1136_651_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_70_299_324_1134_642_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_71_203_320_1145_655_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_71_227_1129_1130_645_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_72_290_1126_1125_656_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_72_306_322_1119_646_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_73_212_221_1133_659_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_73_225_1049_1127_636_0.jpg
2025-08-03 12:45:38.915 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_0_1237_154_289_162_0.jpg
2025-08-03 12:45:38.916 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_141_253_704_552_467_0.jpg
2025-08-03 12:45:38.916 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_141_884_684_459_455_0.jpg
2025-08-03 12:45:38.916 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_143_500_318_578_556_0.jpg
2025-08-03 12:45:38.916 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_146_315_228_1095_400_0.jpg
2025-08-03 12:45:38.916 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_150_286_250_1129_814_0.jpg
2025-08-03 12:45:38.916 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_152_248_725_1164_564_0.jpg
2025-08-03 12:45:38.916 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_152_388_215_897_435_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/33-GB-50217-2018-电力工程电缆设计标准_md/33-GB-50217-2018-电力工程电缆设计标准_md/images/0193193b-d97d-7cb4-99d2-4c7216026569_32_287_1311_1133_384_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_70_393_948_902_341_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_72_258_681_1160_1355_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_75_240_362_1177_1656_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_78_240_318_1168_1731_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_81_248_343_1165_1687_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_84_238_386_1162_1624_0.jpg
2025-08-03 12:45:38.917 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_86_239_653_1166_1338_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_88_623_450_653_646_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_90_238_296_1174_1720_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_91_225_299_1187_1707_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_94_257_289_1171_1697_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_97_227_303_1170_1731_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_101_225_672_1178_1353_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_102_240_291_1203_1722_0.jpg
2025-08-03 12:45:38.918 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_103_240_297_1178_1734_0.jpg
2025-08-03 12:45:38.919 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_119_475_1184_667_691_0.jpg
2025-08-03 12:45:38.919 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_121_593_1023_425_178_0.jpg
2025-08-03 12:45:38.919 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_122_444_294_775_206_0.jpg
2025-08-03 12:45:38.919 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_123_413_902_778_279_0.jpg
2025-08-03 12:45:38.919 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_123_419_1314_768_347_0.jpg
2025-08-03 12:45:38.919 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_126_387_330_904_455_0.jpg
2025-08-03 12:45:38.919 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_129_362_691_912_684_0.jpg
2025-08-03 12:45:38.920 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_137_501_1634_612_391_0.jpg
2025-08-03 12:45:38.920 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_138_536_226_623_387_0.jpg
2025-08-03 12:45:38.920 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_177_316_1559_1037_507_0.jpg
2025-08-03 12:45:38.920 | DEBUG    | database.document_service:upsert_document:284 - 跳过空文档或元信息失败: /media/zhouxiang/FC7C74827C743A0A/规程规范/电气/DLT-866-2015 电流互感器和电压互感器选择及计算规程_md/images/0192c8e0-9c9d-7840-a544-288f16eaf20f_187_373_890_922_309_0.jpg
