2025-08-11 12:04:47.822 | INFO     | __main__:<module>:35 - Loguru 日志系统已初始化。
2025-08-11 12:04:56.314 | INFO     | core.file_service:__init__:38 - FileService 初始化完成。根目录: '/media/zhouxiang/FC7C74827C743A0A/规程规范', 临时目录: '/home/zhouxiang/mcp_file_server/tempfile'
2025-08-11 12:04:56.314 | INFO     | __main__:combined_lifespan:88 - 项目和规程的文件服务已初始化。
2025-08-11 12:04:56.315 | INFO     | __main__:combined_lifespan:93 - AsyncIOScheduler 已实例化并注册到 app_state。
2025-08-11 12:04:56.315 | INFO     | __main__:combined_lifespan:97 - FastMCP lifespan context entered.
2025-08-11 12:04:56.316 | INFO     | __main__:combined_lifespan:117 - 处理不活动用户会话任务已添加到APScheduler (每 60s)。
2025-08-11 12:04:56.316 | INFO     | __main__:combined_lifespan:120 - 清理用户会话中已打开文件token任务已添加到APScheduler (每 120s)。
2025-08-11 12:04:56.316 | INFO     | __main__:combined_lifespan:123 - APScheduler 调度器已启动。
2025-08-11 12:04:56.316 | INFO     | __main__:combined_lifespan:124 - 所有初始化完成... yield
2025-08-11 12:04:56.317 | DEBUG    | database.document_service:_debounced_update_loop:426 - 启动去抖更新循环
2025-08-11 12:13:02.816 | INFO     | core.session:attempt_login:142 - 用户 'admin' (会话: 0c552303-71a1-47d0-bcf6-4d6e0ad85865, IP: 240e:479:668:3c1c:e8c4:feaf:5d4:560a) 登录/状态更新成功。
2025-08-11 12:13:02.816 | INFO     | api.route:login:76 - 用户 'admin' (IP: 240e:479:668:3c1c:e8c4:feaf:5d4:560a, Session: 0c552303-71a1-47d0-bcf6-4d6e0ad85865) 登录成功。
2025-08-11 12:13:03.003 | INFO     | core.session:connect_websocket:93 - 用户 'admin' (会话: 0c552303-71a1-47d0-bcf6-4d6e0ad85865) 的 WebSocket 已连接并关联。
2025-08-11 12:13:03.089 | DEBUG    | sse_proxy.sse2websocket1:run:243 - 获取到的工具列表: ['query_specification_knowledge_base', 'diff_project_file', 'read_project_file', 'query_project_files', 'open_specification_files', 'write_review_doc']
2025-08-11 12:13:04.801 | DEBUG    | api.admin:admin_access:38 - Admin access granted for user 'admin' from IP '240e:479:668:3c1c:e8c4:feaf:5d4:560a'.
2025-08-11 12:13:09.674 | DEBUG    | api.admin:admin_access:38 - Admin access granted for user 'admin' from IP '240e:479:668:3c1c:e8c4:feaf:5d4:560a'.
2025-08-11 12:13:09.675 | INFO     | api.admin:update_admin_config:164 - 从服务商 'zhipu' 的预设中加载了 API Key。
2025-08-11 12:13:09.675 | INFO     | api.admin:update_admin_config:183 - 运行时配置 'OPENAI_API_BASE_URL' 已更新为: https://open.bigmodel.cn/api/paas/v4/
2025-08-11 12:13:09.675 | INFO     | api.admin:update_admin_config:183 - 运行时配置 'OPENAI_MODEL_NAME' 已更新为: GLM-4.5-Flash
2025-08-11 12:13:09.675 | INFO     | api.admin:update_admin_config:180 - 运行时配置 'OPENAI_API_KEY' 已更新为: ******Yj8a
2025-08-11 12:13:09.688 | DEBUG    | api.admin:admin_access:38 - Admin access granted for user 'admin' from IP '240e:479:668:3c1c:e8c4:feaf:5d4:560a'.
2025-08-11 12:13:16.332 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:13:16.332 | INFO     | sse_proxy.sse2websocket1:run:299 - 启动OpenAI转发：用户 admin, 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865, 对话ID: 8823e7da-7823-4759-bc1a-d40cc2ec6a96, 查询: 帮我找下二次的规范
2025-08-11 12:13:16.332 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:qwen3-235b-a22b-instruct-2507
2025-08-11 12:13:18.094 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': '5', 'type': 'function', 'function': {'name': 'open_specification_files', 'arguments': '{"user": "admin", "query_spec_filename": "/ALL", "category": "二次"}'}}]
2025-08-11 12:13:18.094 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: open_specification_files with args: {"user": "admin", "query_spec_filename": "/ALL", "category": "二次"}
2025-08-11 12:13:18.142 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:835 - 工具调用: open_specification_files, 查询: '/ALL', 类别: '二次', 读取文件: False, Top N: 10
2025-08-11 12:13:18.143 | DEBUG    | database.document_service:_db_query:550 - 查询规范文件分类 (适配器): 二次
2025-08-11 12:13:18.143 | INFO     | database.document_service:_db_query:571 - 查询到 '二次' 分类的规范共 16 条
2025-08-11 12:13:18.144 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:870 - 用户请求 '二次' 类别下的所有规范。
2025-08-11 12:13:18.149 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:qwen3-235b-a22b-instruct-2507
2025-08-11 12:13:48.483 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:13:48.483 | INFO     | sse_proxy.sse2websocket1:run:299 - 启动OpenAI转发：用户 admin, 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865, 对话ID: 8823e7da-7823-4759-bc1a-d40cc2ec6a96, 查询: 打开规范16
2025-08-11 12:13:48.484 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:qwen3-235b-a22b-instruct-2507
2025-08-11 12:13:51.810 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': '16', 'type': 'function', 'function': {'name': 'open_specification_files', 'arguments': '{"user": "admin", "query_spec_filename": "QGDW 10688-2024 变电站辅助监控系统设计规范.pdf", "category": "二次", "read_file": true}'}}]
2025-08-11 12:13:51.810 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: open_specification_files with args: {"user": "admin", "query_spec_filename": "QGDW 10688-2024 变电站辅助监控系统设计规范.pdf", "category": "二次", "read_file": true}
2025-08-11 12:13:51.857 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:835 - 工具调用: open_specification_files, 查询: 'QGDW 10688-2024 变电站辅助监控系统设计规范.pdf', 类别: '二次', 读取文件: True, Top N: 10
2025-08-11 12:13:51.858 | DEBUG    | database.document_service:_db_query:550 - 查询规范文件分类 (适配器): 二次
2025-08-11 12:13:51.859 | INFO     | database.document_service:_db_query:571 - 查询到 '二次' 分类的规范共 16 条
2025-08-11 12:13:51.859 | DEBUG    | my_mcp_tools.mcp_tools:_get_embeddings:171 - 正在调用嵌入模型: base_url='http://127.0.0.1:8001/v1', model='/home/zhouxiang/models/BAAI_bge-m3'
2025-08-11 12:13:52.036 | DEBUG    | my_mcp_tools.mcp_tools:_find_similar_items_with_scores:201 - 向量检索 Top-10 结果: [('变电站辅助设备监控系统设计规范', 0.8566247354161971), ('QGDW 10766-2024 10kV～110（66）kV 线路保护及辅助装置标准化设计规范', 0.7720567818063309), ('NBT 11315-2023 变电站辅助控制系统设计规程', 0.7528453259574495), ('QGDW 12301-2023 变电站硬压板在线监测技术规范', 0.734938129858665), ('QGDW 10536-2021-变压器油中溶解气体在线监测装置技术规范', 0.7015110365035193), ('QGDW10347-2023电能计量装置通用设计', 0.6967753863715769), ('QGDW 11486-2022 继电保护和安全自动装置验收规范', 0.6910570725901276), ('IEEE 移相变压器继电保护应用指南 双语对照-2024-12-31-20-34-13', 0.6602855554377536), ('GB∕T 37755-2019 智能变电站光纤回路建模及编码技术规范', 0.618537642450107), ('GB∕T 36572-2018 电力监控系统网络安全防护导则', 0.6151618646500622)]
2025-08-11 12:13:52.036 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:895 - 最匹配文件 '二次/变电站辅助设备监控系统设计规范/QGDW 10688-2024 变电站辅助监控系统设计规范.pdf' 相似度(0.8566) > 0.7，准备读取内容。
2025-08-11 12:13:52.036 | DEBUG    | my_mcp_tools.mcp_tools:_get_file_content:83 - MCP Tool: 尝试解析文件: /media/zhouxiang/FC7C74827C743A0A/规程规范/二次/变电站辅助设备监控系统设计规范/QGDW 10688-2024 变电站辅助监控系统设计规范.pdf (相对路径: 二次/变电站辅助设备监控系统设计规范/QGDW 10688-2024 变电站辅助监控系统设计规范.pdf)，分隔符: '
'
2025-08-11 12:14:00.334 | DEBUG    | my_mcp_tools.mcp_tools:_get_file_content:88 - MCP Tool: 解析完成，文件: QGDW 10688-2024 变电站辅助监控系统设计规范.pdf, 内容长度: 25215
2025-08-11 12:14:00.334 | INFO     | core.session:update_opened_file:310 - 用户 'admin' 已打开文件 '二次/变电站辅助设备监控系统设计规范/QGDW 10688-2024 变电站辅助监控系统设计规范.pdf' (token: b6c3b2a12f0846539c6f56c23adaf429), 有效期至: Mon Aug 11 20:14:00 2025
2025-08-11 12:14:00.346 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:qwen3-235b-a22b-instruct-2507
2025-08-11 12:14:00.357 | DEBUG    | api.kkfileview:kkfileview_preview_encoder_proxy:31 - 用户 'admin' 请求预览文件，原始 kkFileView 目标 URL (来自前端): http://host.docker.internal:8888/download/b6c3b2a12f0846539c6f56c23adaf429/QGDW 10688-2024 变电站辅助监控系统设计规范.pdf
2025-08-11 12:14:00.553 | WARNING  | api.route:download_file_via_token:182 - 下载请求中URL文件名 'QGDW 10688-2024 变电站辅助监控系统设计规范_f13119e6.pdf' 与Token关联文件名 'QGDW 10688-2024 变电站辅助监控系统设计规范.pdf' 不匹配。将使用Token关联文件名。
2025-08-11 12:14:00.553 | DEBUG    | api.route:download_file_via_token:193 - Token 'b6c3b2a12f0846539c6f56c23adaf429' 验证成功。准备下载文件: 'QGDW 10688-2024 变电站辅助监控系统设计规范.pdf' (路径: '/media/zhouxiang/FC7C74827C743A0A/规程规范/二次/变电站辅助设备监控系统设计规范/QGDW 10688-2024 变电站辅助监控系统设计规范.pdf', URL文件名: 'QGDW 10688-2024 变电站辅助监控系统设计规范_f13119e6.pdf')
2025-08-11 12:14:00.555 | WARNING  | api.route:download_file_via_token:182 - 下载请求中URL文件名 'QGDW 10688-2024 变电站辅助监控系统设计规范_f13119e6.pdf' 与Token关联文件名 'QGDW 10688-2024 变电站辅助监控系统设计规范.pdf' 不匹配。将使用Token关联文件名。
2025-08-11 12:14:00.555 | DEBUG    | api.route:download_file_via_token:193 - Token 'b6c3b2a12f0846539c6f56c23adaf429' 验证成功。准备下载文件: 'QGDW 10688-2024 变电站辅助监控系统设计规范.pdf' (路径: '/media/zhouxiang/FC7C74827C743A0A/规程规范/二次/变电站辅助设备监控系统设计规范/QGDW 10688-2024 变电站辅助监控系统设计规范.pdf', URL文件名: 'QGDW 10688-2024 变电站辅助监控系统设计规范_f13119e6.pdf')
2025-08-11 12:14:17.252 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:14:17.252 | INFO     | sse_proxy.sse2websocket1:run:265 - 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865 用户 admin 中止响应流任务
2025-08-11 12:14:17.252 | INFO     | sse_proxy.sse2websocket1:_start:101 - 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865 被取消
2025-08-11 12:14:26.115 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:14:26.115 | INFO     | sse_proxy.sse2websocket1:run:299 - 启动OpenAI转发：用户 admin, 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865, 对话ID: 8823e7da-7823-4759-bc1a-d40cc2ec6a96, 查询: 找下电流互感器的规范
2025-08-11 12:14:26.115 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:qwen3-235b-a22b-instruct-2507
2025-08-11 12:14:31.030 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': '22', 'type': 'function', 'function': {'name': 'query_specification_knowledge_base', 'arguments': '{"user_query": "电流互感器的规范", "knowledge_base_name": "二次", "top_k": 5}'}}]
2025-08-11 12:14:31.030 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: query_specification_knowledge_base with args: {"user_query": "电流互感器的规范", "knowledge_base_name": "二次", "top_k": 5}
2025-08-11 12:14:31.073 | DEBUG    | my_mcp_tools.mcp_tools:query_specification_knowledge_base:266 - 工具调用: query_specification_knowledge_base, 知识库: 二次, 用户查询: '电流互感器的规范...', top_k: 5
2025-08-11 12:14:31.073 | DEBUG    | my_mcp_tools.mcp_tools:query_specification_knowledge_base:279 - 正在从 http://127.0.0.1/v1/datasets 获取知识库ID，参数: {'keyword': '二次', 'page': 1, 'limit': 10}
2025-08-11 12:14:31.379 | INFO     | my_mcp_tools.mcp_tools:query_specification_knowledge_base:293 - 成功获取到知识库 '二次' 的ID: eaee81cc-3cb5-4649-89b0-9e702a659131
2025-08-11 12:14:31.379 | DEBUG    | my_mcp_tools.mcp_tools:query_specification_knowledge_base:307 - 正在向 http://127.0.0.1/v1/datasets/eaee81cc-3cb5-4649-89b0-9e702a659131/retrieve 发起检索请求。Payload (部分): query='电流互感器的规范...', top_k=5
2025-08-11 12:14:31.585 | INFO     | my_mcp_tools.mcp_tools:query_specification_knowledge_base:314 - 从知识库 '二次' 检索到 4 条结果。
2025-08-11 12:14:31.592 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:qwen3-235b-a22b-instruct-2507
2025-08-11 12:14:41.744 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:14:41.744 | INFO     | sse_proxy.sse2websocket1:run:265 - 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865 用户 admin 中止响应流任务
2025-08-11 12:14:41.744 | INFO     | sse_proxy.sse2websocket1:_start:101 - 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865 被取消
2025-08-11 12:14:47.493 | INFO     | sse_proxy.sse2websocket1:run:276 - 收到新对话开始事件，对话ID: b2a9f8f2-af14-43d7-9ebf-3b272cbf64d5。清空历史记录。
2025-08-11 12:14:58.679 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:14:58.679 | INFO     | sse_proxy.sse2websocket1:run:299 - 启动OpenAI转发：用户 admin, 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865, 对话ID: b2a9f8f2-af14-43d7-9ebf-3b272cbf64d5, 查询: 找下电流互感器的规范
2025-08-11 12:14:58.679 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:GLM-4.5-Flash
2025-08-11 12:15:04.197 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': 'call_NRjAsYs3RKOSpScMaKY0UQ', 'type': 'function', 'function': {'name': 'query_specification_knowledge_base', 'arguments': '{"user_query": "电流互感器", "knowledge_base_name": "电气", "top_k": 5}'}}]
2025-08-11 12:15:04.197 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: query_specification_knowledge_base with args: {"user_query": "电流互感器", "knowledge_base_name": "电气", "top_k": 5}
2025-08-11 12:15:04.245 | DEBUG    | my_mcp_tools.mcp_tools:query_specification_knowledge_base:266 - 工具调用: query_specification_knowledge_base, 知识库: 电气, 用户查询: '电流互感器...', top_k: 5
2025-08-11 12:15:04.245 | DEBUG    | my_mcp_tools.mcp_tools:query_specification_knowledge_base:279 - 正在从 http://127.0.0.1/v1/datasets 获取知识库ID，参数: {'keyword': '电气', 'page': 1, 'limit': 10}
2025-08-11 12:15:04.335 | INFO     | my_mcp_tools.mcp_tools:query_specification_knowledge_base:293 - 成功获取到知识库 '电气' 的ID: 95bde3ad-88fe-4994-8599-34f155626984
2025-08-11 12:15:04.336 | DEBUG    | my_mcp_tools.mcp_tools:query_specification_knowledge_base:307 - 正在向 http://127.0.0.1/v1/datasets/95bde3ad-88fe-4994-8599-34f155626984/retrieve 发起检索请求。Payload (部分): query='电流互感器...', top_k=5
2025-08-11 12:15:04.544 | INFO     | my_mcp_tools.mcp_tools:query_specification_knowledge_base:314 - 从知识库 '电气' 检索到 5 条结果。
2025-08-11 12:15:04.551 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:GLM-4.5-Flash
2025-08-11 12:15:20.860 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:15:20.860 | INFO     | sse_proxy.sse2websocket1:run:265 - 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865 用户 admin 中止响应流任务
2025-08-11 12:15:20.861 | INFO     | sse_proxy.sse2websocket1:_start:101 - 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865 被取消
2025-08-11 12:15:26.993 | DEBUG    | sse_proxy.sse2websocket1:_stop:94 - OpenAIWebSocketProxy._stop stop_event.set()
2025-08-11 12:15:26.993 | INFO     | sse_proxy.sse2websocket1:run:299 - 启动OpenAI转发：用户 admin, 会话 0c552303-71a1-47d0-bcf6-4d6e0ad85865, 对话ID: b2a9f8f2-af14-43d7-9ebf-3b272cbf64d5, 查询: 从打开规范里找
2025-08-11 12:15:26.993 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:GLM-4.5-Flash
2025-08-11 12:15:33.445 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': 'call_Q4nMZ9l8TbCugWcOER2xkQ', 'type': 'function', 'function': {'name': 'open_specification_files', 'arguments': '{"user": "admin", "query_spec_filename": "电流互感器", "category": "电气", "read_file": true, "top_n": 10}'}}]
2025-08-11 12:15:33.445 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: open_specification_files with args: {"user": "admin", "query_spec_filename": "电流互感器", "category": "电气", "read_file": true, "top_n": 10}
2025-08-11 12:15:33.492 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:835 - 工具调用: open_specification_files, 查询: '电流互感器', 类别: '电气', 读取文件: True, Top N: 10
2025-08-11 12:15:33.492 | DEBUG    | database.document_service:_db_query:550 - 查询规范文件分类 (适配器): 电气
2025-08-11 12:15:33.493 | INFO     | database.document_service:_db_query:571 - 查询到 '电气' 分类的规范共 2 条
2025-08-11 12:15:33.494 | WARNING  | my_mcp_tools.mcp_tools:open_specification_files:866 - 在专业类别 '电气' 下未找到可供检索的文档文件（如PDF, MD, DOCX等）。
2025-08-11 12:15:33.500 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:GLM-4.5-Flash
2025-08-11 12:15:39.281 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': 'call_c71AwnLbTgilxRgxgwn90g', 'type': 'function', 'function': {'name': 'open_specification_files', 'arguments': '{"user": "admin", "query_spec_filename": "DLT-5222-2021_导体和电器选择设计规程", "category": "电气", "read_file": true, "top_n": 10}'}}]
2025-08-11 12:15:39.282 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: open_specification_files with args: {"user": "admin", "query_spec_filename": "DLT-5222-2021_导体和电器选择设计规程", "category": "电气", "read_file": true, "top_n": 10}
2025-08-11 12:15:39.330 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:835 - 工具调用: open_specification_files, 查询: 'DLT-5222-2021_导体和电器选择设计规程', 类别: '电气', 读取文件: True, Top N: 10
2025-08-11 12:15:39.330 | DEBUG    | database.document_service:_db_query:550 - 查询规范文件分类 (适配器): 电气
2025-08-11 12:15:39.331 | INFO     | database.document_service:_db_query:571 - 查询到 '电气' 分类的规范共 2 条
2025-08-11 12:15:39.331 | WARNING  | my_mcp_tools.mcp_tools:open_specification_files:866 - 在专业类别 '电气' 下未找到可供检索的文档文件（如PDF, MD, DOCX等）。
2025-08-11 12:15:39.337 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:GLM-4.5-Flash
2025-08-11 12:15:43.998 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': 'call_VJ-ONRyEQ1Ku-3-TEthSYg', 'type': 'function', 'function': {'name': 'open_specification_files', 'arguments': '{"user": "admin", "query_spec_filename": "电流互感器选择及计算规程", "category": "电气", "read_file": true, "top_n": 10}'}}]
2025-08-11 12:15:43.998 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: open_specification_files with args: {"user": "admin", "query_spec_filename": "电流互感器选择及计算规程", "category": "电气", "read_file": true, "top_n": 10}
2025-08-11 12:15:44.042 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:835 - 工具调用: open_specification_files, 查询: '电流互感器选择及计算规程', 类别: '电气', 读取文件: True, Top N: 10
2025-08-11 12:15:44.042 | DEBUG    | database.document_service:_db_query:550 - 查询规范文件分类 (适配器): 电气
2025-08-11 12:15:44.043 | INFO     | database.document_service:_db_query:571 - 查询到 '电气' 分类的规范共 2 条
2025-08-11 12:15:44.043 | WARNING  | my_mcp_tools.mcp_tools:open_specification_files:866 - 在专业类别 '电气' 下未找到可供检索的文档文件（如PDF, MD, DOCX等）。
2025-08-11 12:15:44.048 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:GLM-4.5-Flash
2025-08-11 12:15:45.835 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': 'call_YowFq3CuTq243gDDBQjcEA', 'type': 'function', 'function': {'name': 'open_specification_files', 'arguments': '{"user": "admin", "query_spec_filename": "/ALL", "category": "电气", "read_file": false, "top_n": 10}'}}]
2025-08-11 12:15:45.835 | INFO     | sse_proxy.sse2websocket1:_execute_tool_calls:190 - 执行工具调用: open_specification_files with args: {"user": "admin", "query_spec_filename": "/ALL", "category": "电气", "read_file": false, "top_n": 10}
2025-08-11 12:15:45.880 | INFO     | my_mcp_tools.mcp_tools:open_specification_files:835 - 工具调用: open_specification_files, 查询: '/ALL', 类别: '电气', 读取文件: False, Top N: 10
2025-08-11 12:15:45.880 | DEBUG    | database.document_service:_db_query:550 - 查询规范文件分类 (适配器): 电气
2025-08-11 12:15:45.881 | INFO     | database.document_service:_db_query:571 - 查询到 '电气' 分类的规范共 2 条
2025-08-11 12:15:45.881 | WARNING  | my_mcp_tools.mcp_tools:open_specification_files:866 - 在专业类别 '电气' 下未找到可供检索的文档文件（如PDF, MD, DOCX等）。
2025-08-11 12:15:45.886 | DEBUG    | sse_proxy.sse2websocket1:_handle_stream:119 - 调用openai_client,model:GLM-4.5-Flash
2025-08-11 12:15:48.702 | INFO     | sse_proxy.sse2websocket1:_handle_stream:154 - 触发工具调用: [{'id': 'call_XV1ANPSXQjKWCpaEHXYB6A', 'type': 'function', 'function': {'name': 'open_specification_files', 'arguments': '{"user": "admin", "query_spec_filename": "/ALL", "category": "二次", "read_file": false, "top_n": 10}'}}]
